"rec_date","rec_date_c","genre","genre_stim","gloss","transl","sound_quality","background_noise","word_tokens","word_tokens_core","extended","lang","spk_code_a","spk_code_b","spk_age_a","spk_age_b","spk_age_c_a","spk_age_c_b","spk_sex_a","spk_sex_b","file"
"2015-12-02","certain","traditional narrative","na","none","English","good","none","337","337","no","anal1239","Ngahring",NA,"80",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20151216_10_Ngahring_WB_riddles"
"2015-12-02","certain","traditional narrative","na","none","English","medium","punctual","613","613","no","anal1239","Ngahring",NA,"80",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20152111_Ngahring_PO_55"
"2015-12-02","certain","traditional narrative","na","none","English","medium","punctual","785","785","no","anal1239","Ngahring",NA,"80",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20152111_Ngahring_PO_56"
"2015-12-03","certain","traditional narrative","na","none","English","good","none","809","809","no","anal1239","Ngahring",NA,"80",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20152111_Ngahring_PO_61"
"2015-12-03","certain","traditional narrative","na","none","English","good","none","365","365","no","anal1239","Ngahring",NA,"80",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20152111_Ngahring_WB_dead_woman_and_her_children"
"2015-12-03","certain","traditional narrative","na","none","English","good","none","403","403","no","anal1239","Ngahring",NA,"80",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20152111_Ngahring_WB_frog_and_jackal"
"2015-12-03","certain","traditional narrative","na","none","English","good","none","163","163","no","anal1239","Ngahring",NA,"80",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20152111_Ngahring_folkfore_60"
"2016-02-20","certain","personal narrative","na","none","English","medium","none","261","261","no","anal1239","Mohtung",NA,"100",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20160220_Mohtung_PO_3"
"2016-02-20","certain","personal narrative","na","none","English","medium","none","121","121","no","anal1239","Mohtung",NA,"100",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20160220_Mohtung_PO_8"
"2016-02-20","certain","traditional narrative","na","none","English","medium","none","96","96","no","anal1239","Mohtung",NA,"100",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20160220_Mohtung_PO_15"
"2015-12-02","certain","traditional narrative","na","none","English","medium","punctual","1115","1115","no","anal1239","Ngahring",NA,"80",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20160220_Ngahring_Folkflore_53"
"2015-12-02","certain","traditional narrative","na","none","English","bad","punctual","809","809","no","anal1239","Ngahring",NA,"80",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20160220_Ngahring_PO_52"
"2016-02-20","certain","traditional narrative","na","none","English","medium","constant","1714","1521","no","anal1239","Thumri",NA,"76",NA,"certain",NA,"f",NA,"doreco_anal1239_anm_20160220_Thumri_PO_1"
"2016-02-21","certain","traditional narrative","na","none","English","medium","none","161","161","no","anal1239","Pethun",NA,"60",NA,"certain",NA,"f",NA,"doreco_anal1239_anm_20160221_Pethun_1_folk_story"
"2016-02-21","certain","traditional narrative","na","none","English","medium","constant","684","684","no","anal1239","Sharingla",NA,"44",NA,"certain",NA,"f",NA,"doreco_anal1239_anm_20160221_Sharingla_PO_1"
"2016-02-21","certain","traditional narrative","na","none","English","medium","punctual","82","82","no","anal1239","Tohnuwng",NA,"84",NA,"certain",NA,"f",NA,"doreco_anal1239_anm_20160221_Tohnuwng_PO_5_threshing_tunes"
"2016-02-27","certain","traditional narrative","na","none","English","good","punctual","599","599","no","anal1239","Thumhring",NA,"79",NA,"certain",NA,"f",NA,"doreco_anal1239_anm_20160227_Thumhring_Thangwar_2"
"2016-02-27","certain","traditional narrative","na","none","English","good","none","339","339","no","anal1239","Thungno",NA,"74",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20160227_Thungno_Jalngam_2_Tingkingtingtang"
"2016-03-18","certain","traditional narrative","na","none","English","good","none","312","312","no","anal1239","Thumhring",NA,"79",NA,"certain",NA,"f",NA,"doreco_anal1239_anm_20160318_ThSt_Thumhring_1_folk_story"
"2016-03-18","certain","traditional narrative","na","none","English","medium","punctual","1200","1200","no","anal1239","Thumhring",NA,"79",NA,"certain",NA,"f",NA,"doreco_anal1239_anm_20160318_Thst_Thumhring_Thangwar_2_folk_story"
"2016-09-24","certain","conversation","na","none","English","bad","punctual","535","293","no","anal1239","Shanghnim",NA,"67",NA,"certain",NA,"f",NA,"doreco_anal1239_anm_20160924_Thotson_grandmothers_1"
"2016-10-14","certain","conversation","na","none","English","bad","constant","997","596","no","anal1239","Damhring",NA,"58",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20161014_PO_Ralruwng_cooking_2"
"2015-12-02","certain","traditional narrative","na","none","English","good","punctual","1526","1526","no","anal1239","Ngahring",NA,"80",NA,"certain",NA,"m",NA,"doreco_anal1239_anm_20151216_10_Ngahring_WB_proverbs1"
"2017-10-08","certain","personal narrative","na","break/gloss","English/Indonesian","good","none","158","158","no","apah1238","Hermina",NA,"33",NA,"approximate",NA,"f",NA,"doreco_apah1238_about_Kris_1a"
"2014-08-12","certain","stimulus retelling","frog story","all","English/Indonesian","medium","constant","1021","918","no","apah1238","Silpa",NA,"30",NA,"approximate",NA,"f",NA,"doreco_apah1238_frog_story_Silpa_Fince"
"2017-10-09","certain","stimulus retelling","pear story","all","English/Indonesian","good","none","248","248","no","apah1238","Lince",NA,"35",NA,"approximate",NA,"f",NA,"doreco_apah1238_pear_story_Lince"
"2017-10-17","certain","stimulus retelling","pear story","all","English/Indonesian","medium","constant","215","215","no","apah1238","Marthen",NA,"35",NA,"approximate",NA,"m",NA,"doreco_apah1238_pear_story_Marthen_b"
"2017-10-17","certain","stimulus retelling","pear story","all","English/Indonesian","bad","constant","245","245","no","apah1238","Stefen",NA,"30",NA,"approximate",NA,"m",NA,"doreco_apah1238_pear_story_Stefen_b"
"2014-08-11","certain","conversation","na","all","English/Indonesian","medium","constant","776","776","no","apah1238","Yoas","Firaon","30","35","approximate",NA,"m","m","doreco_apah1238_TGB_Firaon_Yoas_2-15"
"2014-08-08","certain","conversation","na","all","English/Indonesian","bad","constant","397","392","no","apah1238","Nelson","Edi","35","35","approximate",NA,"m","m","doreco_apah1238_TGB_Nelson_Edi_2-12"
"2013-03-05","certain","personal narrative","na","all","Indonesian/English","bad","constant","2148","1977","no","apah1238","Ware",NA,"35",NA,"approximate",NA,"m",NA,"doreco_apah1238_interview_IP_Ware_part1"
"2013-03-05","certain","personal narrative","na","all","Indonesian/English","bad","constant","2747","2547","no","apah1238","Ware",NA,"35",NA,"approximate",NA,"m",NA,"doreco_apah1238_interview_IP_Ware_part2"
"2005","approximate","traditional narrative","na","all","English","bad","constant","1658","1658","no","arap1274","35",NA,"70",NA,"approximate",NA,"m",NA,"doreco_arap1274_6"
"2005","approximate","personal narrative","na","all","English","bad","constant","88","88","no","arap1274","55",NA,"68",NA,"approximate",NA,"m",NA,"doreco_arap1274_20_Crawford"
"2005","approximate","personal narrative","na","all","English","good","constant","260","260","no","arap1274","45",NA,"80",NA,"approximate",NA,"m",NA,"doreco_arap1274_32b"
"2005","approximate","personal narrative","na","all","English","good","constant","121","121","no","arap1274","45",NA,"80",NA,"approximate",NA,"m",NA,"doreco_arap1274_32c"
"2005","approximate","traditional narrative","na","all","English","medium","punctual","665","665","no","arap1274","40",NA,"72",NA,"approximate",NA,"m",NA,"doreco_arap1274_78a"
"2005","approximate","personal narrative","na","all","English","good","none","356","356","no","arap1274","40",NA,"72",NA,"approximate",NA,"m",NA,"doreco_arap1274_92a"
"2005","approximate","personal narrative","na","all","English","good","none","325","325","no","arap1274","40",NA,"72",NA,"approximate",NA,"m",NA,"doreco_arap1274_92b"
"2005","approximate","personal narrative","na","all","English","good","none","314","314","no","arap1274","40",NA,"72",NA,"approximate",NA,"m",NA,"doreco_arap1274_92c"
"2005","approximate","personal narrative","na","all","English","good","none","348","348","no","arap1274","40",NA,"72",NA,"approximate",NA,"m",NA,"doreco_arap1274_92d"
"2005","approximate","personal narrative","na","all","English","good","none","325","325","no","arap1274","40",NA,"72",NA,"approximate",NA,"m",NA,"doreco_arap1274_92e"
"2005","approximate","conversation","na","all","English","good","punctual","175","152","no","arap1274","40",NA,"72",NA,"approximate",NA,"m",NA,"doreco_arap1274_92f"
"2011","certain","traditional narrative","na","break/gloss","English/French","good","punctual","397","397","no","bain1259","CS",NA,"66",NA,"certain",NA,"m",NA,"doreco_bain1259_DJI070211AC"
"2011","certain","procedural","na","break/gloss","English/French","good","punctual","341","341","no","bain1259","CS",NA,"66",NA,"certain",NA,"m",NA,"doreco_bain1259_DJI070211AC2"
"2011","certain","procedural","na","break/gloss","English/French","good","punctual","212","212","no","bain1259","CS",NA,"66",NA,"certain",NA,"m",NA,"doreco_bain1259_DJI070211AC3"
"2010","certain","traditional narrative","na","break/gloss","English/French","good","constant","295","295","no","bain1259","BS",NA,"20",NA,"certain",NA,"f",NA,"doreco_bain1259_DJI101010AC1"
"2010","certain","traditional narrative","na","break/gloss","English/French","good","constant","1224","1224","no","bain1259","BS",NA,"20",NA,"certain",NA,"f",NA,"doreco_bain1259_DJI101010AC2"
"2010","certain","procedural","na","none","French","good","constant","601","601","no","bain1259","JS",NA,"70",NA,"approximate",NA,"m",NA,"doreco_bain1259_DJI101210AC2"
"2010","certain","procedural","na","break/gloss","English/French","good","constant","193","193","no","bain1259","JS",NA,"70",NA,"approximate",NA,"m",NA,"doreco_bain1259_DJI101210AC3"
"2009","certain","conversation","na","break/gloss","English/French","good","constant","493","493","no","bain1259","AB","AS","61","65","certain","certain","m","m","doreco_bain1259_DJI121109AC"
"2009","certain","traditional narrative","na","break/gloss","English/French","good","constant","245","245","no","bain1259","AB",NA,"61",NA,"certain",NA,"m",NA,"doreco_bain1259_DJI121109AC2"
"2009","certain","procedural","na","break/gloss","English/French","good","constant","195","195","no","bain1259","AB",NA,"61",NA,"certain",NA,"m",NA,"doreco_bain1259_DJI121109AC3"
"2010","certain","procedural","na","break/gloss","English/French","medium","constant","1736","1736","no","bain1259","JS",NA,"70",NA,"approximate",NA,"m",NA,"doreco_bain1259_DJI211110AC"
"2011","certain","conversation","na","break/gloss","English/French","good","punctual","510","452","no","bain1259","AKS","EC","67","76","certain","certain","m","m","doreco_bain1259_DJI230111AC3"
"2011","certain","conversation","na","none","French","good","constant","1405","1404","no","bain1259","AJB","LM","78","37","certain","certain","f","m","doreco_bain1259_DJI240211AC"
"2011","certain","conversation","na","break/gloss","English/French","bad","constant","598","581","no","bain1259","AJB","LM","78","37","certain","certain","f","m","doreco_bain1259_DJI240211AC2"
"2011","certain","traditional narrative","na","break/gloss","English/French","good","constant","545","545","no","bain1259","LM",NA,"37",NA,"certain",NA,"m",NA,"doreco_bain1259_DJI240211AC3"
"2014","certain","traditional narrative","na","break/gloss","English/French","good","constant","1422","1344","no","bain1259","CS",NA,"69",NA,"certain",NA,"m",NA,"doreco_bain1259_DJI291014AC"
"2011","approximate","procedural","na","break/gloss","English/French","medium","constant","1165","1165","no","bain1259","LM",NA,"37",NA,"approximate",NA,"m",NA,"doreco_bain1259_DJIPecheLM"
"2011-02-03","certain","conversation","na","all","English","medium","punctual","957","930","no","beja1238","MA","AH","49","35","certain","certain","m","m","doreco_beja1238_BEJ_MV_CONV_01_RICH"
"2007-12-25","certain","traditional narrative","na","all","English","good","none","249","249","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_01_SHELTER"
"2007-02-04","certain","traditional narrative","na","all","English","good","constant","538","538","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_02_farmer"
"2007-12-30","certain","personal narrative","na","all","English","good","none","394","394","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_03_camel"
"2006-02-08","certain","personal narrative","na","all","English","medium","constant","249","249","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_04_djinn"
"2003-02-10","certain","traditional narrative","na","all","English","good","constant","710","710","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_05_eritrea"
"2007-12-25","certain","traditional narrative","na","all","English","good","punctual","108","108","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_06_foreigner"
"2007-12-25","certain","traditional narrative","na","all","English","good","none","135","135","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_07_cold"
"2007-12-25","certain","traditional narrative","na","all","English","good","none","342","342","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_08_drunkard"
"2007-12-25","certain","traditional narrative","na","all","English","good","none","113","113","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_09_jewel"
"2007-12-25","certain","traditional narrative","na","all","English","good","none","112","112","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_10_rabbit"
"2005-02-08","certain","traditional narrative","na","all","English","good","constant","55","55","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_11_coffee"
"2005-02-08","certain","traditional narrative","na","all","English","good","constant","286","286","no","beja1238","A",NA,"55",NA,"certain",NA,"f",NA,"doreco_beja1238_BEJ_MV_NARR_12_witch"
"2007-12-28","certain","traditional narrative","na","all","English","good","none","189","189","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_13_grave"
"2007-12-25","certain","traditional narrative","na","all","English","good","none","540","540","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_14_sijadok"
"2007-12-25","certain","traditional narrative","na","all","English","good","none","190","190","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_15_leopard"
"2005-02-18","certain","traditional narrative","na","all","English","good","none","498","498","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_16_Prophet_Fox_Crow"
"2006-02-05","certain","traditional narrative","na","all","English","good","none","479","479","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_17_shoemaker"
"2006-02-05","certain","traditional narrative","na","all","English","good","constant","561","561","no","beja1238","AA",NA,"40",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_18_Adam_devil"
"2011-01-25","certain","traditional narrative","na","all","English","good","none","83","83","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_19_POISON"
"2011-01-24","certain","traditional narrative","na","all","English","medium","none","78","78","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_20_SMART"
"2011-01-29","certain","personal narrative","na","all","English","good","none","109","109","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_21_BASHKAL"
"2011-01-29","certain","personal narrative","na","all","English","good","none","86","86","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_22_HIDE-AND-SEEK"
"2011-01-25","certain","traditional narrative","na","all","English","good","none","206","206","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_23_LEZARD"
"2011-01-25","certain","traditional narrative","na","all","English","good","punctual","186","186","no","beja1238","AH",NA,"35",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_24_CHIEF"
"2011-01-25","certain","traditional narrative","na","all","English","good","none","687","687","no","beja1238","AH",NA,"35",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_25_ORPHAN"
"2011-01-25","certain","traditional narrative","na","all","English","good","none","350","350","no","beja1238","AH",NA,"35",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_26_POOR"
"2011-01-27","certain","personal narrative","na","all","English","good","punctual","283","283","no","beja1238","AH",NA,"35",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_27_GOAT"
"2011-01-29","certain","stimulus retelling","pear story","all","English","good","punctual","125","125","no","beja1238","AH",NA,"35",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_28_PEAR1"
"2011-01-30","certain","stimulus retelling","pear story","all","English","good","none","297","297","no","beja1238","AH",NA,"35",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_29_PEAR2"
"2011-01-25","certain","traditional narrative","na","all","English","good","none","176","176","no","beja1238","AH",NA,"35",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_30_QUARREL"
"2011-01-25","certain","traditional narrative","na","all","English","good","none","130","130","no","beja1238","AH",NA,"35",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_31_KING"
"2011-01-25","certain","traditional narrative","na","all","English","good","none","40","40","no","beja1238","AH",NA,"35",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_32_MEAT"
"2006-12-21","certain","traditional narrative","na","all","English","good","constant","128","128","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_33_TEETH"
"2006-02-07","certain","traditional narrative","na","all","English","good","constant","115","115","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_34_DONKEYMAN"
"2006-02-07","certain","traditional narrative","na","all","English","good","constant","154","154","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_35_HYENA-DJINNS"
"2006-02-07","certain","traditional narrative","na","all","English","good","constant","978","978","no","beja1238","ZH",NA,"40",NA,"certain",NA,"f",NA,"doreco_beja1238_BEJ_MV_NARR_36_HUNCHBACK"
"2006-02-08","certain","traditional narrative","na","all","English","good","none","165","165","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_37_Abu_Fatna"
"2006-02-08","certain","traditional narrative","na","all","English","good","constant","205","205","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_38_ostrich"
"2006-02-08","certain","traditional narrative","na","all","English","good","constant","76","76","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_39_Bafalib"
"2006-02-10","certain","traditional narrative","na","all","English","good","constant","171","171","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_40_camel_hyena"
"2006-02-10","certain","traditional narrative","na","all","English","good","constant","158","158","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_41_emirab_leopard"
"2006-02-10","certain","traditional narrative","na","all","English","good","constant","237","237","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_42_hunter_bread"
"2006-02-11","certain","traditional narrative","na","all","English","good","constant","165","165","no","beja1238","AH",NA,"35",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_43_hyena_man"
"2006-02-11","certain","traditional narrative","na","all","English","good","constant","155","155","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_44_Musa_meat"
"2006-02-12","certain","traditional narrative","na","all","English","medium","constant","137","137","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_45_bank_robbers"
"2006-02-13","certain","traditional narrative","na","all","English","medium","constant","208","208","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_46_tirik"
"2006-02-08","certain","traditional narrative","na","all","English","good","none","272","272","no","beja1238","A",NA,"55",NA,"certain",NA,"f",NA,"doreco_beja1238_BEJ_MV_NARR_47_death_angel"
"2006-02-13","certain","personal narrative","na","all","English","good","constant","160","160","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_48_milk"
"2006-02-13","certain","traditional narrative","na","all","English","good","constant","176","176","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_49_well"
"2006-02-14","certain","personal narrative","na","all","English","medium","none","392","392","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_50_fox_hunt"
"2005-01-28","certain","traditional narrative","na","all","English","good","none","692","692","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_51_camel_stallion"
"2005-01-28","certain","traditional narrative","na","all","English","good","none","105","105","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_52_Akeduli"
"2005-01-28","certain","traditional narrative","na","all","English","good","constant","82","82","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_53_pregnant_man"
"2005-01-30","certain","traditional narrative","na","all","English","good","constant","37","37","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_54_AA_gazelle"
"2005-02-02","certain","personal narrative","na","all","English","good","none","164","164","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_55_tandooj"
"2005-01-31","certain","traditional narrative","na","all","English","good","constant","300","300","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_56_dove"
"2005-01-31","certain","traditional narrative","na","all","English","good","constant","481","481","no","beja1238","MA",NA,"49",NA,"certain",NA,"m",NA,"doreco_beja1238_BEJ_MV_NARR_57_Ababda"
"2008-03-19","certain","personal narrative","na","all","English/Spanish","medium","constant","233","205","no","bora1263","JP",NA,"63",NA,"certain",NA,"m",NA,"doreco_bora1263_aakityeJP1"
"2008-03-18","certain","personal narrative","na","all","English/Spanish","medium","constant","436","396","no","bora1263","MM",NA,"55",NA,"certain",NA,"m",NA,"doreco_bora1263_aakityeMM1"
"2005-08-09","certain","traditional narrative","na","all","English/Spanish","medium","constant","986","976","no","bora1263","JUM",NA,"61",NA,"certain",NA,"f",NA,"doreco_bora1263_llijchu_ine_II1_00-16"
"2005-08-02","certain","traditional narrative","na","all","English/Spanish","good","punctual","2559","2559","no","bora1263","MM",NA,"52",NA,"certain",NA,"m",NA,"doreco_bora1263_mc_bora_ajyuwa"
"2004-12-27","certain","traditional narrative","na","all","English/Spanish","medium","constant","941","941","no","bora1263","V",NA,"50",NA,"certain",NA,"f",NA,"doreco_bora1263_mc_bora_meenujkatsi"
"2005-01-31","certain","traditional narrative","na","all","English/Spanish","medium","constant","537","535","no","bora1263","ROR",NA,"50",NA,"certain",NA,"f",NA,"doreco_bora1263_niivuwa"
"2005-07-27","certain","traditional narrative","na","all","English/Spanish","medium","constant","546","546","no","bora1263","JUM",NA,"61",NA,"certain",NA,"f",NA,"doreco_bora1263_ovehe_1"
"2005-02-09","certain","traditional narrative","na","all","English/Spanish","medium","punctual","1030","1030","no","bora1263","JUM",NA,"61",NA,"certain",NA,"f",NA,"doreco_bora1263_taava_meewa"
"2005-08-12","certain","traditional narrative","na","all","English/Spanish","bad","constant","1176","1176","no","bora1263","CAP",NA,"60",NA,"certain",NA,"m",NA,"doreco_bora1263_warEhko_mEE"
"2011","certain","personal narrative","na","break/gloss","English","good","constant","773","773","no","cabe1245","4",NA,"17",NA,"certain",NA,"m",NA,"doreco_cabe1245_CJP-TXT-AN-00000-04"
"2011","certain","personal narrative","na","break/gloss","English","medium","constant","354","354","no","cabe1245","7",NA,"37",NA,"certain",NA,"m",NA,"doreco_cabe1245_CJP-TXT-AN-00000-07"
"2011","certain","personal narrative","na","break/gloss","English","medium","constant","274","274","no","cabe1245","8",NA,"34",NA,"certain",NA,"f",NA,"doreco_cabe1245_CJP-TXT-AN-00000-08"
"2011","certain","personal narrative","na","break/gloss","English","good","constant","186","186","no","cabe1245","9",NA,"19",NA,"certain",NA,"m",NA,"doreco_cabe1245_CJP-TXT-AN-00000-09"
"2011","certain","personal narrative","na","break/gloss","English","bad","constant","227","227","no","cabe1245","11",NA,"19",NA,"certain",NA,"f",NA,"doreco_cabe1245_CJP-TXT-AN-00000-11"
"2011","certain","personal narrative","na","break/gloss","English","bad","constant","443","443","no","cabe1245","13",NA,"16",NA,"certain",NA,"f",NA,"doreco_cabe1245_CJP-TXT-AN-00000-13"
"2011","certain","procedural","na","break/gloss","English","medium","constant","224","224","no","cabe1245","4",NA,"17",NA,"certain",NA,"m",NA,"doreco_cabe1245_CJP-TXT-CD-00000-04"
"2011","certain","procedural","na","break/gloss","English","good","constant","224","224","no","cabe1245","9",NA,"19",NA,"certain",NA,"m",NA,"doreco_cabe1245_CJP-TXT-CD-00000-09"
"2011","certain","procedural","na","break/gloss","English","medium","constant","270","270","no","cabe1245","13",NA,"16",NA,"certain",NA,"f",NA,"doreco_cabe1245_CJP-TXT-CD-00000-13"
"2011","certain","procedural","na","break/gloss","English","bad","constant","197","197","no","cabe1245","8",NA,"34",NA,"certain",NA,"f",NA,"doreco_cabe1245_CJP-TXT-CO-00000-08"
"2011","certain","procedural","na","break/gloss","English","good","constant","232","232","no","cabe1245","4",NA,"17",NA,"certain",NA,"m",NA,"doreco_cabe1245_CJP-TXT-PA-00000-04"
"2011","certain","procedural","na","break/gloss","English","medium","constant","244","244","no","cabe1245","13",NA,"16",NA,"certain",NA,"f",NA,"doreco_cabe1245_CJP-TXT-PA-00000-13"
"2011","certain","stimulus retelling","jungle book","break/gloss","English","medium","constant","208","208","no","cabe1245","6",NA,"25",NA,"certain",NA,"f",NA,"doreco_cabe1245_CJP-VIS-JN-MON-0-06"
"2011","certain","stimulus retelling","jungle book","break/gloss","English","good","constant","222","222","no","cabe1245","9",NA,"19",NA,"certain",NA,"m",NA,"doreco_cabe1245_CJP-VIS-JN-MON-0-09"
"2011","certain","stimulus retelling","lion film","break/gloss","English","bad","constant","219","219","no","cabe1245","3",NA,"34",NA,"certain",NA,"f",NA,"doreco_cabe1245_CJP-VIS-LI-MON-0-03"
"2011","certain","stimulus retelling","lion film","break/gloss","English","good","constant","219","219","no","cabe1245","4",NA,"17",NA,"certain",NA,"m",NA,"doreco_cabe1245_CJP-VIS-LI-MON-0-04"
"2011","certain","stimulus retelling","lion film","break/gloss","English","bad","constant","248","248","no","cabe1245","6",NA,"25",NA,"certain",NA,"f",NA,"doreco_cabe1245_CJP-VIS-LI-MON-0-06"
"2011","certain","stimulus retelling","lion film","break/gloss","English","medium","constant","193","193","no","cabe1245","13",NA,"16",NA,"certain",NA,"f",NA,"doreco_cabe1245_CJP-VIS-LI-MON-0-13"
"2011","certain","stimulus retelling","lion film","break/gloss","English","bad","constant","258","258","no","cabe1245","14",NA,"42",NA,"certain",NA,"f",NA,"doreco_cabe1245_CJP-VIS-LI-MON-0-14"
"2011","certain","stimulus retelling","mole film","break/gloss","English","good","constant","254","254","no","cabe1245","3",NA,"34",NA,"certain",NA,"f",NA,"doreco_cabe1245_CJP-VIS-MA-MON-0-03"
"2011","certain","stimulus retelling","mole film","break/gloss","English","good","constant","210","210","no","cabe1245","4",NA,"17",NA,"certain",NA,"m",NA,"doreco_cabe1245_CJP-VIS-MA-MON-0-04"
