"rec_date","rec_date_c","genre","genre_stim","gloss","transl","sound_quality","background_noise","word_tokens","word_tokens_core","extended","lang","spk_code_a","spk_code_b","spk_age_a","spk_age_b","spk_age_c_a","spk_age_c_b","spk_sex_a","spk_sex_b","file"
"2014-05-10","certain","personal narrative","na","break/gloss","English","good","constant","117","117","no","orko1234","WS1",NA,"54",NA,"certain",NA,"m",NA,"doreco_orko1234_WS1_5"
"2015-06-14","certain","personal narrative","na","break/gloss","English","good","constant","287","287","no","orko1234","WS1",NA,"55",NA,"certain",NA,"m",NA,"doreco_orko1234_WS1_7"
"2016-06-17","certain","procedural","pear story","break/gloss","English","medium","constant","290","290","no","orko1234","WS3",NA,"34",NA,"certain",NA,"f",NA,"doreco_orko1234_WS3_2"
"2011-05-26","certain","stimulus retelling","pear story","all","English","good","constant","669","669","no","pnar1238","BB",NA,"47",NA,"certain",NA,"f",NA,"doreco_pnar1238_01_Pear_Story"
"2011-05-26","certain","personal narrative","na","all","English","good","punctual","1709","1695","no","pnar1238","DD",NA,"70",NA,"certain",NA,"f",NA,"doreco_pnar1238_04_Areal_History"
"2011-05-27","certain","personal narrative","na","all","English","good","constant","1827","1822","no","pnar1238","BD",NA,"44",NA,"certain",NA,"m",NA,"doreco_pnar1238_09_Areal_History_pt1"
"2011-06-07","certain","stimulus retelling","pear story","all","English","good","none","854","854","no","pnar1238","FF",NA,"26",NA,"certain",NA,"m",NA,"doreco_pnar1238_09_Pear_Story"
"2012-05-19","certain","traditional narrative","na","all","English","good","none","1025","1025","no","pnar1238","CP",NA,"49",NA,"certain",NA,"m",NA,"doreco_pnar1238_17_PakynteinPt2SooKpoh-DevelopmentofFamilies"
"2012-05-19","certain","traditional narrative","na","all","English","good","punctual","936","913","no","pnar1238","CP",NA,"49",NA,"certain",NA,"m",NA,"doreco_pnar1238_23_PakynteinPt8LanguageChanges"
"2012-05-19","certain","traditional narrative","na","all","English","good","punctual","830","823","no","pnar1238","CP",NA,"49",NA,"certain",NA,"m",NA,"doreco_pnar1238_27_PakynteinPt12BetelLeaf"
"2012-04-23","certain","traditional narrative","na","all","English","medium","constant","701","701","no","pnar1238","II",NA,"54",NA,"certain",NA,"m",NA,"doreco_pnar1238_34_Matrilineal_Explanation"
"2010-06-15","certain","traditional narrative","na","all","Bislama/English","good","constant","705","705","no","port1286","RL",NA,"60",NA,"approximate",NA,"f",NA,"doreco_port1286_06-15-10_Rachel_Lonmei"
"2013-07-30","certain","traditional narrative","na","all","Bislama/English","medium","punctual","751","751","no","port1286","FB",NA,"50",NA,"approximate",NA,"m",NA,"doreco_port1286_07-30-13_Bong"
"2011-08-22","certain","traditional narrative","na","none","Bislama/English","medium","punctual","679","679","no","port1286","IM",NA,"30",NA,"approximate",NA,"m",NA,"doreco_port1286_08-22-11_IlsonMagekon"
"2011-08-22","certain","traditional narrative","na","all","Bislama/English","medium","none","1094","1094","no","port1286","IM",NA,"30",NA,"approximate",NA,"m",NA,"doreco_port1286_08-22-11_IlsonMagekon_Coconut"
"2011-08-24","certain","traditional narrative","na","all","Bislama/English/German","medium","punctual","474","474","no","port1286","AT",NA,"30",NA,"approximate",NA,"m",NA,"doreco_port1286_08-24-11_Andri"
"2011-08-24","certain","traditional narrative","na","all","Bislama/English/German","medium","punctual","757","757","no","port1286","SJ",NA,"40",NA,"approximate",NA,"m",NA,"doreco_port1286_08-24-11_SaelasJeramae"
"2012-08-27","certain","traditional narrative","na","all","Bislama/English","good","punctual","583","583","no","port1286","IB",NA,"75",NA,"approximate",NA,"m",NA,"doreco_port1286_08-27-12_Ibraem_1"
"2011-08-29","certain","traditional narrative","na","all","Bislama/English/German","good","punctual","347","347","no","port1286","RJ",NA,"16",NA,"approximate",NA,"m",NA,"doreco_port1286_08-29-12_Relin"
"2011-09-03","certain","traditional narrative","na","none","Bislama/English","good","punctual","775","775","no","port1286","AT",NA,"30",NA,"approximate",NA,"m",NA,"doreco_port1286_09-03-11_Andri_2"
"2012-09-11","certain","traditional narrative","na","break/gloss","Bislama/English","medium","constant","851","851","no","port1286","CA",NA,"30",NA,"approximate",NA,"m",NA,"doreco_port1286_09-09-12_ChiefAesak_1"
"2012-09-11","certain","traditional narrative","na","all","Bislama/English","medium","punctual","2201","2201","no","port1286","IB",NA,"75",NA,"approximate",NA,"m",NA,"doreco_port1286_09-11-12_Ibraem"
"2017-06-30","certain","traditional narrative","na","all","Bislama/English","medium","none","692","692","no","port1286","EAG",NA,"40",NA,"approximate",NA,"m",NA,"doreco_port1286_2017-06-30_Apia"
"2017-06-30","certain","traditional narrative","na","all","Bislama/English","medium","punctual","651","651","no","port1286","FB",NA,"50",NA,"approximate",NA,"m",NA,"doreco_port1286_2017-06-30_Bong1"
"2017-06-30","certain","traditional narrative","na","all","Bislama/English","medium","punctual","698","698","no","port1286","IM",NA,"30",NA,"approximate",NA,"m",NA,"doreco_port1286_2017-06-30_Ilsong2"
"2017-06-30","certain","traditional narrative","na","all","Bislama/English","medium","punctual","288","288","no","port1286","TA",NA,"30",NA,"approximate",NA,"f",NA,"doreco_port1286_2017-06-30_Jaklin"
"2018-07-06","certain","traditional narrative","na","all","Bislama/English","medium","punctual","334","334","no","port1286","ABT",NA,"35",NA,"approximate",NA,"m",NA,"doreco_port1286_2018-07-06_Abel"
"2009-08-09","certain","personal narrative","na","none","Spanish","good","none","228","228","no","resi1247","PA",NA,"50",NA,"approximate",NA,"m",NA,"doreco_resi1247_candi_res"
"2005-07-22","certain","traditional narrative","na","none","Spanish","good","constant","98","98","no","resi1247","PA",NA,"50",NA,"approximate",NA,"m",NA,"doreco_resi1247_cuentores_11"
"2004-12-13","certain","traditional narrative","na","none","Spanish","medium","constant","1216","1191","no","resi1247","PA",NA,"50",NA,"approximate",NA,"m",NA,"doreco_resi1247_cuentores_3"
"2005-07-19","certain","traditional narrative","na","none","Spanish","good","constant","210","210","no","resi1247","RA",NA,"50",NA,"approximate",NA,"f",NA,"doreco_resi1247_cuentores_7"
"2005-07-19","certain","traditional narrative","na","none","Spanish","good","constant","577","531","no","resi1247","RA",NA,"50",NA,"approximate",NA,"f",NA,"doreco_resi1247_cuentores_8"
"2005-07-19","certain","traditional narrative","na","none","Spanish","good","constant","114","114","no","resi1247","RA",NA,"50",NA,"approximate",NA,"f",NA,"doreco_resi1247_cuentores_9"
"2006-09-05","certain","traditional narrative","na","none","Spanish","medium","constant","587","587","no","resi1247","PA",NA,"50",NA,"approximate",NA,"m",NA,"doreco_resi1247_cuentoresbruj"
"2005-01-13","certain","traditional narrative","na","none","Spanish","medium","constant","1594","1586","no","resi1247","RA",NA,"50",NA,"approximate",NA,"f",NA,"doreco_resi1247_dyushi"
"2006-09-05","certain","personal narrative","na","none","Spanish","good","constant","269","269","no","resi1247","PA",NA,"50",NA,"approximate",NA,"m",NA,"doreco_resi1247_experabuPA"
"2005-07-21","certain","personal narrative","na","none","Spanish","good","constant","449","449","no","resi1247","PA",NA,"50",NA,"approximate",NA,"m",NA,"doreco_resi1247_experi_res_1"
"2005-07-21","certain","personal narrative","na","none","Spanish","good","constant","391","391","no","resi1247","PA",NA,"50",NA,"approximate",NA,"m",NA,"doreco_resi1247_experi_res_2"
"2006-08-08","certain","personal narrative","na","none","Spanish","good","constant","223","223","no","resi1247","RA",NA,"50",NA,"approximate",NA,"f",NA,"doreco_resi1247_experi_res_RA"
"2006-08-08","certain","personal narrative","na","none","Spanish","good","constant","154","154","no","resi1247","RA",NA,"50",NA,"approximate",NA,"f",NA,"doreco_resi1247_fiesta_rec_RA"
"2006-09-05","certain","personal narrative","na","none","Spanish","good","constant","297","293","no","resi1247","RA",NA,"50",NA,"approximate",NA,"f",NA,"doreco_resi1247_hechohoyRA"
"2004-12-09","certain","personal narrative","na","none","Spanish","medium","constant","307","307","no","resi1247","OG","RA","75","50","approximate","approximate","f","f","doreco_resi1247_lifestoryres_1"
"2005-07-15","certain","conversation","na","none","Spanish","medium","constant","86","86","no","resi1247","OG","RA","75","50","approximate","approximate","f","f","doreco_resi1247_res_tramp_1"
"2005-07-15","certain","procedural","na","none","Spanish","medium","constant","35","32","no","resi1247","RA",NA,"50",NA,"approximate",NA,"f",NA,"doreco_resi1247_res_tramp_7"
"2009-08-09","certain","traditional narrative","na","none","Spanish","medium","constant","699","699","no","resi1247","PA",NA,"50",NA,"approximate",NA,"m",NA,"doreco_resi1247_sacha_res"
"2009-09-01","certain","traditional narrative","na","none","Spanish","medium","constant","132","121","no","resi1247","OG",NA,"75",NA,"approximate",NA,"f",NA,"doreco_resi1247_storyalicia"
"2006-08-01","certain","personal narrative","na","none","Spanish","good","constant","410","410","no","resi1247","PA",NA,"50",NA,"approximate",NA,"m",NA,"doreco_resi1247_vida_PA"
"2012-04-21","certain","traditional narrative","na","all","English","medium","punctual","375","371","no","ruul1235","GW106",NA,"60",NA,"approximate",NA,"f",NA,"doreco_ruul1235_ll-N-GWEERO-120421-NA-01"
"2012-04-21","certain","traditional narrative","na","all","English","medium","punctual","283","275","no","ruul1235","SO107",NA,"60",NA,"approximate",NA,"f",NA,"doreco_ruul1235_ll-N-SOKOSO-120421-NA-01"
"2017-02-24","certain","personal narrative","na","all","English","medium","constant","1429","1429","no","ruul1235","SK095",NA,"35",NA,"certain",NA,"m",NA,"doreco_ruul1235_ll-R-NAKASONGOLA-170224-NA-1"
"2017-02-25","certain","conversation","na","all","English","medium","constant","1272","1272","no","ruul1235","KA096","BC097","37","49","certain",NA,"f","m","doreco_ruul1235_ll-R-NAKASONGOLA-170225-FS-1b"
"2019-08-01","certain","conversation","na","all","English","medium","none","1872","1872","no","ruul1235","ND001","NH001","40","35","certain",NA,"f","f","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part1"
"2019-08-01","certain","conversation","na","all","English","medium","none","1580","1580","no","ruul1235","ND001","NH001","40","35","certain",NA,"f","f","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part2"
"2019-08-01","certain","conversation","na","all","English","medium","none","1444","1444","no","ruul1235","ND001","NH001","40","35","certain",NA,"f","f","doreco_ruul1235_ll-R-NAKASONGOLA-190801-FS-2_part3"
"2011-01-10","certain","personal narrative","na","break/gloss","Chinese/English","medium","none","1009","1009","no","sadu1234","Lidexiang",NA,"47",NA,"certain",NA,"m",NA,"doreco_sadu1234_2"
"2011-01-10","certain","personal narrative","na","break/gloss","Chinese/English","medium","none","1565","1565","no","sadu1234","Lidexiang",NA,"47",NA,"certain",NA,"m",NA,"doreco_sadu1234_3"
"2011-02-07","certain","personal narrative","na","break/gloss","English/Chinese","medium","none","185","185","no","sadu1234","Lirong",NA,"60",NA,"certain",NA,"m",NA,"doreco_sadu1234_lirong24"
"2011-02-08","certain","traditional narrative","na","break/gloss","English/Chinese","medium","none","220","220","no","sadu1234","Lirong",NA,"60",NA,"certain",NA,"m",NA,"doreco_sadu1234_lirong25"
"2010-12-06","certain","personal narrative","na","break/gloss","English/Chinese","good","none","448","448","no","sadu1234","Lifenqin",NA,"38",NA,"certain",NA,"f",NA,"doreco_sadu1234_lifenqin1_my_day"
"2011-08-02","certain","traditional narrative","na","break/gloss","Chinese/English","medium","constant","760","760","no","sadu1234","Lihou",NA,"81",NA,"certain",NA,"m",NA,"doreco_sadu1234_lihou4_two_tombs"
"2011-05-08","certain","personal narrative","na","break/gloss","Chinese/English","medium","none","2234","2234","no","sadu1234","Lihou",NA,"81",NA,"certain",NA,"m",NA,"doreco_sadu1234_lihou10_three_siblings"
"2012-12-05","certain","personal narrative","na","break/gloss","Chinese/English","good","none","393","393","no","sadu1234","Lilanzhen",NA,"35",NA,"approximate",NA,"f",NA,"doreco_sadu1234_lilanzhen2_the_seniors_use_mobile_phones"
"2012-12-05","certain","traditional narrative","na","break/gloss","English/Chinese","good","none","138","138","no","sadu1234","Lilanzhen",NA,"35",NA,"approximate",NA,"f",NA,"doreco_sadu1234_lilanzhen3_a_person_who_takes_advantages"
"2012-12-28","certain","traditional narrative","na","break/gloss","English/Chinese","good","none","944","944","no","sadu1234","Lilanzhen",NA,"35",NA,"approximate",NA,"f",NA,"doreco_sadu1234_lilanzhen11_chinese_pepper"
"2010-12-06","certain","personal narrative","na","break/gloss","Chinese/English","good","none","697","697","no","sadu1234","Lizhongfu",NA,"38",NA,"approximate",NA,"m",NA,"doreco_sadu1234_lizhongfu3_two_sons"
"2010-12-06","certain","traditional narrative","na","break/gloss","English/Chinese","good","none","295","295","no","sadu1234","Lizhongfu",NA,"38",NA,"approximate",NA,"m",NA,"doreco_sadu1234_lizhongfu6_joke_1"
"2013-01-30","certain","procedural","commenting a marriage ceremony","break/gloss","Chinese/English","medium","constant","2864","2864","no","sadu1234","Lilanzhen",NA,"35",NA,"approximate",NA,"f",NA,"doreco_sadu1234_sadum"
"2012","certain","personal narrative","na","all","English","medium","constant","413","413","no","sanz1248","SD01",NA,"60",NA,"approximate",NA,"m",NA,"doreco_sanz1248_mc_sanzhi_asabali"
"2013","certain","traditional narrative","na","all","English","good","constant","316","316","no","sanz1248","SD02",NA,"60",NA,"approximate",NA,"m",NA,"doreco_sanz1248_mc_sanzhi_bazhuk"
"2013","certain","personal narrative","na","all","English","medium","constant","415","415","no","sanz1248","SD02",NA,"60",NA,"approximate",NA,"m",NA,"doreco_sanz1248_mc_sanzhi_dragon"
"2011","certain","personal narrative","na","all","English","medium","constant","495","495","no","sanz1248","SD03",NA,"60",NA,"approximate",NA,"m",NA,"doreco_sanz1248_mc_sanzhi_kurban"
"2013","certain","traditional narrative","na","all","English","medium","constant","409","409","no","sanz1248","SD01",NA,"60",NA,"approximate",NA,"m",NA,"doreco_sanz1248_mc_sanzhi_mill"
"2013","certain","traditional narrative","na","all","English","medium","punctual","445","445","no","sanz1248","SD02",NA,"60",NA,"approximate",NA,"m",NA,"doreco_sanz1248_mc_sanzhi_patima"
"2012","certain","personal narrative","na","all","English","bad","punctual","669","669","no","sanz1248","SD04",NA,"60",NA,"approximate",NA,"m",NA,"doreco_sanz1248_mc_sanzhi_ramazan"
"2011","certain","personal narrative","na","all","English","good","constant","184","184","no","sanz1248","SD03",NA,"60",NA,"approximate",NA,"m",NA,"doreco_sanz1248_mc_sanzhi_tape"
"2012-08-09","certain","personal narrative","na","none","English/Russian","good","punctual","1794","1794","no","sanz1248","KZ",NA,"80",NA,"approximate",NA,"f",NA,"doreco_sanz1248_Sanzhi_09_08_2012_RMDF_001"
"2003-07-09","certain","traditional narrative","na","all","English","good","punctual","2641","2640","no","savo1255","AP",NA,"56",NA,"certain",NA,"m",NA,"doreco_savo1255_ap_cs_saraputu"
"2004-08-21","certain","traditional narrative","na","all","na","medium","constant","1590","1589","no","savo1255","ES",NA,"40",NA,"approximate",NA,"m",NA,"doreco_savo1255_es_cs_kakamora"
"2008-07-16","certain","traditional narrative","na","all","English","medium","constant","926","926","no","savo1255","IK",NA,"25",NA,"certain",NA,"f",NA,"doreco_savo1255_ik_cs_kulagha"
"2005-06-19","certain","traditional narrative","na","all","English","medium","punctual","1694","1692","no","savo1255","JN",NA,"54",NA,"certain",NA,"m",NA,"doreco_savo1255_jn_lotu"
"2008-07-16","certain","traditional narrative","na","all","English","good","punctual","3043","3043","no","savo1255","PB",NA,"63",NA,"certain",NA,"f",NA,"doreco_savo1255_pb_cs_batugha"
"2003-02-03","certain","procedural","na","all","English","good","constant","365","365","no","savo1255","SE",NA,"70",NA,"approximate",NA,"m",NA,"doreco_savo1255_se_kite"
"2005-06-24","certain","traditional narrative","na","all","na","medium","punctual","1124","1123","no","savo1255","SS",NA,"69",NA,"certain",NA,"f",NA,"doreco_savo1255_ss_cs_polo"
"1998-09-29","certain","traditional narrative","na","all","English","medium","punctual","364","364","no","sout2856","HT",NA,"50",NA,"approximate",NA,"m",NA,"doreco_sout2856_035_cut"
"1998-09-29","certain","traditional narrative","na","all","English","medium","punctual","149","149","no","sout2856","K",NA,"70",NA,"approximate",NA,"m",NA,"doreco_sout2856_041_cut"
"1998-09-29","certain","traditional narrative","na","all","English","medium","punctual","244","244","no","sout2856","KN",NA,"80",NA,"approximate",NA,"m",NA,"doreco_sout2856_043_cut"
"1998-09-27","certain","traditional narrative","na","all","English","medium","punctual","168","168","no","sout2856","KK",NA,"70",NA,"approximate",NA,"m",NA,"doreco_sout2856_044_cut"
"1998-09-30","certain","traditional narrative","na","all","English","medium","punctual","149","149","no","sout2856","KN",NA,"80",NA,"approximate",NA,"m",NA,"doreco_sout2856_046_cut"
"1998-09-20","certain","traditional narrative","na","all","English","medium","punctual","500","500","no","sout2856","KN",NA,"80",NA,"approximate",NA,"m",NA,"doreco_sout2856_052_cut"
"1998-09-27","certain","traditional narrative","na","all","English","medium","punctual","184","184","no","sout2856","WT",NA,"80",NA,"approximate",NA,"m",NA,"doreco_sout2856_061_cut"
"1998-09-29","certain","traditional narrative","na","all","English","medium","punctual","676","666","no","sout2856","TT",NA,"80",NA,"approximate",NA,"f",NA,"doreco_sout2856_065_cut"
"1998-09-29","certain","traditional narrative","na","all","English","medium","punctual","257","244","no","sout2856","TT",NA,"80",NA,"approximate",NA,"f",NA,"doreco_sout2856_066_cut"
"1998-10-23","certain","traditional narrative","na","all","English","medium","punctual","331","313","no","sout2856","KN",NA,"80",NA,"approximate",NA,"m",NA,"doreco_sout2856_071_cut"
"1998-10-12","certain","traditional narrative","na","all","English","medium","punctual","297","272","no","sout2856","KM",NA,"70",NA,"approximate",NA,"m",NA,"doreco_sout2856_072_cut"
"1998-10-20","certain","personal narrative","na","all","English","medium","punctual","323","323","no","sout2856","AK",NA,"30",NA,"approximate",NA,"m",NA,"doreco_sout2856_085_cut"
"1998-10-21","certain","personal narrative","na","all","English","medium","punctual","253","249","no","sout2856","HL",NA,"20",NA,"approximate",NA,"m",NA,"doreco_sout2856_086_cut"
"1998-10-30","certain","traditional narrative","na","all","English","medium","punctual","934","911","no","sout2856","JKalt",NA,"70",NA,"approximate",NA,"m",NA,"doreco_sout2856_090_cut"
"1998-10-12","certain","traditional narrative","na","all","English","medium","punctual","229","229","no","sout2856","TT",NA,"80",NA,"approximate",NA,"f",NA,"doreco_sout2856_096_cut"
"2000-03-28","certain","traditional narrative","na","all","English","good","punctual","235","235","no","sout2856","KN",NA,"80",NA,"approximate",NA,"m",NA,"doreco_sout2856_107_cut"
"2000-03-28","certain","traditional narrative","na","all","English","medium","punctual","204","204","no","sout2856","KN",NA,"80",NA,"approximate",NA,"m",NA,"doreco_sout2856_108_cut"
"1998-09-29","certain","personal narrative","na","all","English","medium","punctual","120","109","no","sout2856","JKalo",NA,"70",NA,"approximate",NA,"m",NA,"doreco_sout2856_120_cut"
"1998-09-21","certain","traditional narrative","na","all","English","medium","punctual","340","340","no","sout2856","KN",NA,"80",NA,"approximate",NA,"m",NA,"doreco_sout2856_124_cut"
"1998-09-28","certain","personal narrative","na","all","English","medium","punctual","194","194","no","sout2856","HT",NA,"50",NA,"approximate",NA,"m",NA,"doreco_sout2856_125_cut"
"1998-10-20","certain","personal narrative","na","all","English","medium","punctual","885","778","no","sout2856","GC",NA,"20",NA,"approximate",NA,"m",NA,"doreco_sout2856_129_cut"
"1998-10-31","certain","traditional narrative","na","all","English","medium","punctual","895","895","no","sout2856","JKalt",NA,"70",NA,"approximate",NA,"m",NA,"doreco_sout2856_mc_nafsan_kori"
"1998-10-30","certain","traditional narrative","na","all","English","medium","punctual","424","424","no","sout2856","JKalt",NA,"70",NA,"approximate",NA,"m",NA,"doreco_sout2856_mc_nafsan_lelep"
"1998-10-24","certain","traditional narrative","na","all","English","medium","punctual","209","209","no","sout2856","TT",NA,"80",NA,"approximate",NA,"f",NA,"doreco_sout2856_mc_nafsan_lisau"
"1998-10-12","certain","traditional narrative","na","all","English","medium","punctual","282","282","no","sout2856","TT",NA,"80",NA,"approximate",NA,"f",NA,"doreco_sout2856_mc_nafsan_litog"
"1997-09-09","certain","traditional narrative","na","all","English","medium","punctual","197","197","no","sout2856","KN",NA,"80",NA,"approximate",NA,"m",NA,"doreco_sout2856_mc_nafsan_maal"
"1996-03-07","certain","traditional narrative","na","all","English","medium","punctual","306","306","no","sout2856","KN",NA,"80",NA,"approximate",NA,"m",NA,"doreco_sout2856_mc_nafsan_nmatu"
"1997-03-02","certain","traditional narrative","na","all","English","medium","punctual","637","637","no","sout2856","SA",NA,"40",NA,"approximate",NA,"m",NA,"doreco_sout2856_mc_nafsan_ntwam"
"1998-10-24","certain","traditional narrative","na","all","English","medium","punctual","219","219","no","sout2856","TT",NA,"80",NA,"approximate",NA,"f",NA,"doreco_sout2856_mc_nafsan_taapes"
"1997-07-09","certain","traditional narrative","na","all","English","medium","punctual","238","238","no","sout2856","KN",NA,"80",NA,"approximate",NA,"m",NA,"doreco_sout2856_mc_nafsan_tafra"
"1975","certain","personal narrative","na","all","English","medium","punctual","2381","2381","no","sout3282","EN01",NA,"85",NA,"approximate",NA,"m",NA,"doreco_sout3282_mc_english_kent02_b_part1"
"1975","certain","personal narrative","na","all","English","medium","punctual","2350","2350","no","sout3282","EN01",NA,"85",NA,"approximate",NA,"m",NA,"doreco_sout3282_mc_english_kent02_b_part2"
"1976","certain","personal narrative","na","all","English","medium","punctual","2106","2106","no","sout3282","EN03",NA,"87",NA,"approximate",NA,"m",NA,"doreco_sout3282_mc_english_kent03_b_part1"
"1976","certain","personal narrative","na","all","English","medium","punctual","2077","2077","no","sout3282","EN03",NA,"87",NA,"approximate",NA,"m",NA,"doreco_sout3282_mc_english_kent03_b_part2"
"2014-12-21","certain","personal narrative","na","pos","French","good","none","1517","1517","no","stan1290","unine15-001",NA,"21",NA,"certain",NA,"m",NA,"doreco_stan1290_unine15a01m"
"2015-01-22","certain","personal narrative","na","pos","French","good","constant","1466","1466","no","stan1290","unine15-007",NA,"69",NA,"certain",NA,"f",NA,"doreco_stan1290_unine15a09m"
"2015-02-04","certain","personal narrative","na","pos","French","bad","punctual","1232","1232","no","stan1290","unine15-017",NA,"74",NA,"certain",NA,"m",NA,"doreco_stan1290_unine15a23m"
"2015-02-14","certain","personal narrative","na","pos","French","bad","punctual","1566","1566","no","stan1290","unine15-021",NA,"79",NA,"certain",NA,"m",NA,"doreco_stan1290_unine15a29m"
"2015-03-30","certain","personal narrative","na","pos","French","good","punctual","1814","1814","no","stan1290","unine15-039",NA,"38",NA,"certain",NA,"m",NA,"doreco_stan1290_unine15a55m"
"2015-03-26","certain","personal narrative","na","pos","French","medium","punctual","2326","2326","no","stan1290","unine15-043",NA,"20",NA,"certain",NA,"f",NA,"doreco_stan1290_unine15a61m"
"2015-05-08","certain","personal narrative","na","pos","French","medium","none","1814","1814","no","stan1290","unine15-054",NA,"49",NA,"certain",NA,"f",NA,"doreco_stan1290_unine15a78m"
"2015-06-10","certain","personal narrative","na","pos","French","good","none","1604","1604","no","stan1290","unine15-062",NA,"22",NA,"certain",NA,"f",NA,"doreco_stan1290_unine15a90m"
"2010","approximate","conversation","na","all","English","bad","punctual","434","434","no","sumi1235","AA1","RZ1","22","20","certain","certain","f","f","doreco_sumi1235_ABT3-AA1_RZ1_interview01-A"
"2010","approximate","conversation","na","all","English","bad","punctual","148","148","no","sumi1235","AA1","RZ1","22","20","certain","certain","f","f","doreco_sumi1235_ABT3-AA1_RZ1_interview02-A"
"2010","approximate","conversation","na","all","English","bad","punctual","662","662","no","sumi1235","AA1","RZ1","22","20","certain","certain","f","f","doreco_sumi1235_ABT3-AA1_RZ1_interview03-A"
"2010","approximate","stimulus retelling","pear story","all","English","medium","punctual","337","303","no","sumi1235","AA1",NA,"22",NA,"certain",NA,"f",NA,"doreco_sumi1235_ABT3-AA1_RZ1_pearstory01-A"
"2010","approximate","conversation","na","all","English","bad","constant","146","146","no","sumi1235","AC1","IC1","22","25","certain","certain","f","f","doreco_sumi1235_ABT3-AC1_IC1_interview01-A"
"2010","approximate","conversation","na","all","English","bad","punctual","692","692","no","sumi1235","AC1","IC1","22","25","certain","certain","f","f","doreco_sumi1235_ABT3-AC1_IC1_interview02-A"
"2010","approximate","stimulus retelling","pear story","all","English","bad","constant","252","249","no","sumi1235","AC1",NA,"22",NA,"certain",NA,"f",NA,"doreco_sumi1235_ABT3-AC1_IC1_pearstory01-A"
"2010","approximate","conversation","na","all","English","bad","punctual","525","386","no","sumi1235","AJ1","IA2","23","24","certain","certain","m","f","doreco_sumi1235_ABT3-AJ1_IA2_interview01-A"
"2010","approximate","traditional narrative","na","all","English","bad","punctual","334","235","no","sumi1235","IA2",NA,"24",NA,"certain",NA,"f",NA,"doreco_sumi1235_ABT3-AJ1_IA2_interview02-A"
"2010","approximate","stimulus retelling","pear story","all","English","medium","punctual","333","177","no","sumi1235","AZ2",NA,"21",NA,"certain",NA,"f",NA,"doreco_sumi1235_ABT3-HC1_AZ2_pearstory01-A"
"2010","approximate","stimulus retelling","pear story","all","English","good","none","114","114","no","sumi1235","IA1",NA,"32",NA,"certain",NA,"f",NA,"doreco_sumi1235_ABT3-IA1_pearstory01-A"
"2010","approximate","stimulus retelling","pear story","all","English","good","none","250","250","no","sumi1235","KA1",NA,"19",NA,"certain",NA,"f",NA,"doreco_sumi1235_ABT3-KA1_pearstory01-A"
"2010","approximate","conversation","na","all","English","bad","constant","425","425","no","sumi1235","KA2","LJ1","22","22","certain","certain","f","f","doreco_sumi1235_ABT3-KA2_LJ1_interview01-A"
"2010","approximate","conversation","na","all","English","bad","constant","412","412","no","sumi1235","KA2","LJ1","22","22","certain","certain","f","f","doreco_sumi1235_ABT3-KA2_LJ1_interview02-A"
"2010","approximate","stimulus retelling","pear story","all","English","bad","constant","231","209","no","sumi1235","LJ1",NA,"22",NA,"certain",NA,"f",NA,"doreco_sumi1235_ABT3-KA2_LJ1_pearstory01-A"
"2010","approximate","stimulus retelling","pear story","all","English","bad","constant","49","49","no","sumi1235","KA2",NA,"22",NA,"certain",NA,"f",NA,"doreco_sumi1235_ABT3-KA2_LJ1_pearstory02-A"
"2010","approximate","conversation","na","all","English","medium","punctual","388","266","no","sumi1235","KH2","KH1","34","38","certain","certain","f","m","doreco_sumi1235_ABT3-KH1_KH2_interview01-A"
"2010","approximate","conversation","na","all","English","bad","constant","671","399","no","sumi1235","KZ1","TZ1","20","21","certain","certain","f","m","doreco_sumi1235_ABT3-KZ1_TZ1_interview03-A"
"2010","approximate","conversation","na","all","English","bad","constant","456","249","no","sumi1235","KZ1","TZ1","20","21","certain","certain","f","m","doreco_sumi1235_ABT3-KZ1_TZ1_interview04-A"
"2010","approximate","stimulus retelling","pear story","all","English","bad","constant","399","239","no","sumi1235","KZ1",NA,"20",NA,"certain",NA,"f",NA,"doreco_sumi1235_ABT3-KZ1_TZ1_pearstory01-A"
"2010","approximate","stimulus retelling","pear story","all","English","bad","punctual","261","261","no","sumi1235","MA1",NA,"18",NA,"certain",NA,"f",NA,"doreco_sumi1235_ABT3-MA1_pearstory01-A"
"2010","approximate","stimulus retelling","pear story","all","English","good","none","146","146","no","sumi1235","TA1",NA,"56",NA,"certain",NA,"f",NA,"doreco_sumi1235_ABT3-TA1_pearstory01-A"
"2010","approximate","stimulus retelling","pear story","all","English","good","none","105","105","no","sumi1235","TA2",NA,"61",NA,"certain",NA,"m",NA,"doreco_sumi1235_ABT3-TA2_pearstory01-A"
"2010","approximate","stimulus retelling","pear story","all","English","good","none","352","352","no","sumi1235","TA3",NA,"19",NA,"certain",NA,"f",NA,"doreco_sumi1235_ABT3-TA3_pearstory01-A"
"2010","approximate","stimulus retelling","pear story","all","English","good","punctual","265","265","no","sumi1235","TA4",NA,"35",NA,"certain",NA,"m",NA,"doreco_sumi1235_ABT3-TA4_pearstory01-A"
